resource_id,resource_name,timestamp,current_occupancy,max_capacity,occupancy_pct,status_bucket
RES002,Science Library,2023-09-01T21:45:00,64,120,53.3,moderate
RES002,Science Library,2023-09-01T22:00:00,52,120,43.3,moderate
RES002,Science Library,2023-09-01T22:15:00,59,120,49.2,moderate
RES002,Science Library,2023-09-01T22:30:00,59,120,49.2,moderate
RES002,Science Library,2023-09-01T22:45:00,56,120,46.7,moderate
RES002,Science Library,2023-09-01T23:00:00,34,120,28.3,low
RES002,Science Library,2023-09-01T23:15:00,33,120,27.5,low
RES002,Science Library,2023-09-01T23:30:00,18,120,15.0,empty
RES002,Science Library,2023-09-01T23:45:00,25,120,20.8,low
RES003,Central Cafeteria,2023-09-01T00:00:00,22,250,8.8,empty
RES003,Central Cafeteria,2023-09-01T00:15:00,0,250,0.0,empty
RES003,Central Cafeteria,2023-09-01T00:30:00,28,250,11.2,empty
RES003,Central Cafeteria,2023-09-01T00:45:00,0,250,0.0,empty
RES003,Central Cafeteria,2023-09-01T01:00:00,9,250,3.6,empty
RES003,Central Cafeteria,2023-09-01T01:15:00,3,250,1.2,empty
RES003,Central Cafeteria,2023-09-01T01:30:00,18,250,7.2,empty
RES003,Central Cafeteria,2023-09-01T01:45:00,0,250,0.0,empty
RES003,Central Cafeteria,2023-09-01T02:00:00,0,250,0.0,empty
RES003,Central Cafeteria,2023-09-01T02:15:00,0,250,0.0,empty
RES003,Central Cafeteria,2023-09-01T02:30:00,12,250,4.8,empty
RES003,Central Cafeteria,2023-09-01T02:45:00,20,250,8.0,empty
RES003,Central Cafeteria,2023-09-01T03:00:00,0,250,0.0,empty
RES003,Central Cafeteria,2023-09-01T03:15:00,0,250,0.0,empty
RES003,Central Cafeteria,2023-09-01T03:30:00,0,250,0.0,empty
RES003,Central Cafeteria,2023-09-01T03:45:00,23,250,9.2,empty
RES003,Central Cafeteria,2023-09-01T04:00:00,5,250,2.0,empty
RES003,Central Cafeteria,2023-09-01T04:15:00,18,250,7.2,empty
RES003,Central Cafeteria,2023-09-01T04:30:00,0,250,0.0,empty
RES003,Central Cafeteria,2023-09-01T04:45:00,15,250,6.0,empty
RES003,Central Cafeteria,2023-09-01T05:00:00,21,250,8.4,empty
RES003,Central Cafeteria,2023-09-01T05:15:00,73,250,29.2,low
RES003,Central Cafeteria,2023-09-01T05:30:00,5,250,2.0,empty
RES003,Central Cafeteria,2023-09-01T05:45:00,29,250,11.6,empty
RES003,Central Cafeteria,2023-09-01T06:00:00,4,250,1.6,empty
RES003,Central Cafeteria,2023-09-01T06:15:00,0,250,0.0,empty
RES003,Central Cafeteria,2023-09-01T06:30:00,35,250,14.0,empty
RES003,Central Cafeteria,2023-09-01T06:45:00,0,250,0.0,empty
RES003,Central Cafeteria,2023-09-01T07:00:00,32,250,12.8,empty
RES003,Central Cafeteria,2023-09-01T07:15:00,40,250,16.0,empty
RES003,Central Cafeteria,2023-09-01T07:30:00,17,250,6.8,empty
RES003,Central Cafeteria,2023-09-01T07:45:00,18,250,7.2,empty
RES003,Central Cafeteria,2023-09-01T08:00:00,36,250,14.4,empty
RES003,Central Cafeteria,2023-09-01T08:15:00,3,250,1.2,empty
RES003,Central Cafeteria,2023-09-01T08:30:00,36,250,14.4,empty
RES003,Central Cafeteria,2023-09-01T08:45:00,68,250,27.2,low
RES003,Central Cafeteria,2023-09-01T09:00:00,34,250,13.6,empty
RES003,Central Cafeteria,2023-09-01T09:15:00,59,250,23.6,low
RES003,Central Cafeteria,2023-09-01T09:30:00,23,250,9.2,empty
RES003,Central Cafeteria,2023-09-01T09:45:00,46,250,18.4,empty
RES003,Central Cafeteria,2023-09-01T10:00:00,0,250,0.0,empty
RES003,Central Cafeteria,2023-09-01T10:15:00,7,250,2.8,empty
RES003,Central Cafeteria,2023-09-01T10:30:00,24,250,9.6,empty
RES003,Central Cafeteria,2023-09-01T10:45:00,34,250,13.6,empty
RES003,Central Cafeteria,2023-09-01T11:00:00,69,250,27.6,low
RES003,Central Cafeteria,2023-09-01T11:15:00,75,250,30.0,low
RES003,Central Cafeteria,2023-09-01T11:30:00,183,250,73.2,high
RES003,Central Cafeteria,2023-09-01T11:45:00,193,250,77.2,high
RES003,Central Cafeteria,2023-09-01T12:00:00,217,250,86.8,full
RES003,Central Cafeteria,2023-09-01T12:15:00,200,250,80.0,high
RES003,Central Cafeteria,2023-09-01T12:30:00,219,250,87.6,full
RES003,Central Cafeteria,2023-09-01T12:45:00,211,250,84.4,high
RES003,Central Cafeteria,2023-09-01T13:00:00,215,250,86.0,full
RES003,Central Cafeteria,2023-09-01T13:15:00,209,250,83.6,high
RES003,Central Cafeteria,2023-09-01T13:30:00,219,250,87.6,full
RES003,Central Cafeteria,2023-09-01T13:45:00,204,250,81.6,high
RES003,Central Cafeteria,2023-09-01T14:00:00,40,250,16.0,empty
RES003,Central Cafeteria,2023-09-01T14:15:00,52,250,20.8,low
RES003,Central Cafeteria,2023-09-01T14:30:00,72,250,28.8,low
RES003,Central Cafeteria,2023-09-01T14:45:00,7,250,2.8,empty
RES003,Central Cafeteria,2023-09-01T15:00:00,50,250,20.0,low
RES003,Central Cafeteria,2023-09-01T15:15:00,44,250,17.6,empty
RES003,Central Cafeteria,2023-09-01T15:30:00,15,250,6.0,empty
RES003,Central Cafeteria,2023-09-01T15:45:00,26,250,10.4,empty
RES003,Central Cafeteria,2023-09-01T16:00:00,76,250,30.4,low
RES003,Central Cafeteria,2023-09-01T16:15:00,16,250,6.4,empty
RES003,Central Cafeteria,2023-09-01T16:30:00,45,250,18.0,empty
RES003,Central Cafeteria,2023-09-01T16:45:00,74,250,29.6,low
RES003,Central Cafeteria,2023-09-01T17:00:00,41,250,16.4,empty
RES003,Central Cafeteria,2023-09-01T17:15:00,41,250,16.4,empty
RES003,Central Cafeteria,2023-09-01T17:30:00,60,250,24.0,low
RES003,Central Cafeteria,2023-09-01T17:45:00,40,250,16.0,empty
RES003,Central Cafeteria,2023-09-01T18:00:00,167,250,66.8,high
RES003,Central Cafeteria,2023-09-01T18:15:00,151,250,60.4,moderate
RES003,Central Cafeteria,2023-09-01T18:30:00,216,250,86.4,full
RES003,Central Cafeteria,2023-09-01T18:45:00,207,250,82.8,high
RES003,Central Cafeteria,2023-09-01T19:00:00,202,250,80.8,high
RES003,Central Cafeteria,2023-09-01T19:15:00,227,250,90.8,full
RES003,Central Cafeteria,2023-09-01T19:30:00,182,250,72.8,high
RES003,Central Cafeteria,2023-09-01T19:45:00,165,250,66.0,high
RES003,Central Cafeteria,2023-09-01T20:00:00,9,250,3.6,empty
RES003,Central Cafeteria,2023-09-01T20:15:00,5,250,2.0,empty
RES003,Central Cafeteria,2023-09-01T20:30:00,22,250,8.8,empty
RES003,Central Cafeteria,2023-09-01T20:45:00,0,250,0.0,empty
RES003,Central Cafeteria,2023-09-01T21:00:00,0,250,0.0,empty
RES003,Central Cafeteria,2023-09-01T21:15:00,8,250,3.2,empty
RES003,Central Cafeteria,2023-09-01T21:30:00,4,250,1.6,empty
RES003,Central Cafeteria,2023-09-01T21:45:00,1,250,0.4,empty
RES003,Central Cafeteria,2023-09-01T22:00:00,7,250,2.8,empty
RES003,Central Cafeteria,2023-09-01T22:15:00,0,250,0.0,empty
RES003,Central Cafeteria,2023-09-01T22:30:00,38,250,15.2,empty
RES003,Central Cafeteria,2023-09-01T22:45:00,0,250,0.0,empty
RES003,Central Cafeteria,2023-09-01T23:00:00,16,250,6.4,empty
RES003,Central Cafeteria,2023-09-01T23:15:00,44,250,17.6,empty
RES003,Central Cafeteria,2023-09-01T23:30:00,33,250,13.2,empty
RES003,Central Cafeteria,2023-09-01T23:45:00,0,250,0.0,empty
RES004,Food Court,2023-09-01T00:00:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T00:15:00,12,200,6.0,empty
RES004,Food Court,2023-09-01T00:30:00,10,200,5.0,empty
RES004,Food Court,2023-09-01T00:45:00,7,200,3.5,empty
RES004,Food Court,2023-09-01T01:00:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T01:15:00,8,200,4.0,empty
RES004,Food Court,2023-09-01T01:30:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T01:45:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T02:00:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T02:15:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T02:30:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T02:45:00,9,200,4.5,empty
RES004,Food Court,2023-09-01T03:00:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T03:15:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T03:30:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T03:45:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T04:00:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T04:15:00,12,200,6.0,empty
RES004,Food Court,2023-09-01T04:30:00,5,200,2.5,empty
RES004,Food Court,2023-09-01T04:45:00,9,200,4.5,empty
RES004,Food Court,2023-09-01T05:00:00,7,200,3.5,empty
RES004,Food Court,2023-09-01T05:15:00,9,200,4.5,empty
RES004,Food Court,2023-09-01T05:30:00,6,200,3.0,empty
RES004,Food Court,2023-09-01T05:45:00,7,200,3.5,empty
RES004,Food Court,2023-09-01T06:00:00,27,200,13.5,empty
RES004,Food Court,2023-09-01T06:15:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T06:30:00,16,200,8.0,empty
RES004,Food Court,2023-09-01T06:45:00,6,200,3.0,empty
RES004,Food Court,2023-09-01T07:00:00,26,200,13.0,empty
RES004,Food Court,2023-09-01T07:15:00,12,200,6.0,empty
RES004,Food Court,2023-09-01T07:30:00,26,200,13.0,empty
RES004,Food Court,2023-09-01T07:45:00,13,200,6.5,empty
RES004,Food Court,2023-09-01T08:00:00,39,200,19.5,empty
RES004,Food Court,2023-09-01T08:15:00,18,200,9.0,empty
RES004,Food Court,2023-09-01T08:30:00,50,200,25.0,low
RES004,Food Court,2023-09-01T08:45:00,47,200,23.5,low
RES004,Food Court,2023-09-01T09:00:00,27,200,13.5,empty
RES004,Food Court,2023-09-01T09:15:00,7,200,3.5,empty
RES004,Food Court,2023-09-01T09:30:00,17,200,8.5,empty
RES004,Food Court,2023-09-01T09:45:00,18,200,9.0,empty
RES004,Food Court,2023-09-01T10:00:00,27,200,13.5,empty
RES004,Food Court,2023-09-01T10:15:00,35,200,17.5,empty
RES004,Food Court,2023-09-01T10:30:00,26,200,13.0,empty
RES004,Food Court,2023-09-01T10:45:00,9,200,4.5,empty
RES004,Food Court,2023-09-01T11:00:00,63,200,31.5,low
RES004,Food Court,2023-09-01T11:15:00,59,200,29.5,low
RES004,Food Court,2023-09-01T11:30:00,134,200,67.0,high
RES004,Food Court,2023-09-01T11:45:00,142,200,71.0,high
RES004,Food Court,2023-09-01T12:00:00,171,200,85.5,full
RES004,Food Court,2023-09-01T12:15:00,182,200,91.0,full
RES004,Food Court,2023-09-01T12:30:00,180,200,90.0,full
RES004,Food Court,2023-09-01T12:45:00,177,200,88.5,full
RES004,Food Court,2023-09-01T13:00:00,187,200,93.5,full
RES004,Food Court,2023-09-01T13:15:00,169,200,84.5,high
RES004,Food Court,2023-09-01T13:30:00,195,200,97.5,overflow
RES004,Food Court,2023-09-01T13:45:00,131,200,65.5,high
RES004,Food Court,2023-09-01T14:00:00,8,200,4.0,empty
RES004,Food Court,2023-09-01T14:15:00,2,200,1.0,empty
RES004,Food Court,2023-09-01T14:30:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T14:45:00,33,200,16.5,empty
RES004,Food Court,2023-09-01T15:00:00,24,200,12.0,empty
RES004,Food Court,2023-09-01T15:15:00,33,200,16.5,empty
RES004,Food Court,2023-09-01T15:30:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T15:45:00,24,200,12.0,empty
RES004,Food Court,2023-09-01T16:00:00,56,200,28.0,low
RES004,Food Court,2023-09-01T16:15:00,64,200,32.0,low
RES004,Food Court,2023-09-01T16:30:00,34,200,17.0,empty
RES004,Food Court,2023-09-01T16:45:00,27,200,13.5,empty
RES004,Food Court,2023-09-01T17:00:00,34,200,17.0,empty
RES004,Food Court,2023-09-01T17:15:00,37,200,18.5,empty
RES004,Food Court,2023-09-01T17:30:00,10,200,5.0,empty
RES004,Food Court,2023-09-01T17:45:00,42,200,21.0,low
RES004,Food Court,2023-09-01T18:00:00,103,200,51.5,moderate
RES004,Food Court,2023-09-01T18:15:00,145,200,72.5,high
RES004,Food Court,2023-09-01T18:30:00,156,200,78.0,high
RES004,Food Court,2023-09-01T18:45:00,144,200,72.0,high
RES004,Food Court,2023-09-01T19:00:00,166,200,83.0,high
RES004,Food Court,2023-09-01T19:15:00,157,200,78.5,high
RES004,Food Court,2023-09-01T19:30:00,138,200,69.0,high
RES004,Food Court,2023-09-01T19:45:00,148,200,74.0,high
RES004,Food Court,2023-09-01T20:00:00,5,200,2.5,empty
RES004,Food Court,2023-09-01T20:15:00,6,200,3.0,empty
RES004,Food Court,2023-09-01T20:30:00,41,200,20.5,low
RES004,Food Court,2023-09-01T20:45:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T21:00:00,3,200,1.5,empty
RES004,Food Court,2023-09-01T21:15:00,37,200,18.5,empty
RES004,Food Court,2023-09-01T21:30:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T21:45:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T22:00:00,5,200,2.5,empty
RES004,Food Court,2023-09-01T22:15:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T22:30:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T22:45:00,11,200,5.5,empty
RES004,Food Court,2023-09-01T23:00:00,19,200,9.5,empty
RES004,Food Court,2023-09-01T23:15:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T23:30:00,0,200,0.0,empty
RES004,Food Court,2023-09-01T23:45:00,15,200,7.5,empty
RES005,Gymnasium,2023-09-01T00:00:00,5,80,6.2,empty
RES005,Gymnasium,2023-09-01T00:15:00,0,80,0.0,empty
RES005,Gymnasium,2023-09-01T00:30:00,0,80,0.0,empty
RES005,Gymnasium,2023-09-01T00:45:00,5,80,6.2,empty
RES005,Gymnasium,2023-09-01T01:00:00,6,80,7.5,empty
RES005,Gymnasium,2023-09-01T01:15:00,0,80,0.0,empty
RES005,Gymnasium,2023-09-01T01:30:00,2,80,2.5,empty
RES005,Gymnasium,2023-09-01T01:45:00,0,80,0.0,empty
RES005,Gymnasium,2023-09-01T02:00:00,6,80,7.5,empty
RES005,Gymnasium,2023-09-01T02:15:00,11,80,13.8,empty
RES005,Gymnasium,2023-09-01T02:30:00,0,80,0.0,empty
RES005,Gymnasium,2023-09-01T02:45:00,11,80,13.8,empty
RES005,Gymnasium,2023-09-01T03:00:00,0,80,0.0,empty
RES005,Gymnasium,2023-09-01T03:15:00,0,80,0.0,empty
RES005,Gymnasium,2023-09-01T03:30:00,0,80,0.0,empty
RES005,Gymnasium,2023-09-01T03:45:00,0,80,0.0,empty
RES005,Gymnasium,2023-09-01T04:00:00,0,80,0.0,empty
RES005,Gymnasium,2023-09-01T04:15:00,2,80,2.5,empty
RES005,Gymnasium,2023-09-01T04:30:00,6,80,7.5,empty
RES005,Gymnasium,2023-09-01T04:45:00,0,80,0.0,empty
RES005,Gymnasium,2023-09-01T05:00:00,0,80,0.0,empty
RES005,Gymnasium,2023-09-01T05:15:00,0,80,0.0,empty
RES005,Gymnasium,2023-09-01T05:30:00,0,80,0.0,empty
RES005,Gymnasium,2023-09-01T05:45:00,7,80,8.8,empty
RES005,Gymnasium,2023-09-01T06:00:00,33,80,41.2,moderate
